fréquence	lemma	UD	
1	gesk
1	imor.-et_(Adj)
2	(Na)
3	ken-ha-ken
4	kannañ
2	kenderhel
2	Nimblec’h
2	kentiz
1	l
1	dañjeruz
1	kèrzal
1	nouz
4	nei.
1	chi
2	gouk
3	Treboull
1	c'hilhog
1	ginnig
1	klemmadennou.-adenn
1	klér
1	sailh.-ad
2	kleuñiou
1	klevet.-et_(Adj)
1	Diwar-benn
3	son
1	pesk.pesked
1	hokez
1	amañ.
2	#ach,_#aj
2	breviñ
2	gorv
1	c'horn
1	pouaf
2	gouiyin
2	kouél
1	goulskoude
2	diod
1	#ourien
1	darvoudoù-se
2	graou
1	krañchet.-et_(Adj)
1	krec'henn
1	denn
1	grédè
1	pigno
5	grys
5	bos
5	ow
5	palas
5	y'
5	lowarth.
3	Sant'
2	kreno
1	wruienn,
2	kribat
4	peurvuiañ
2	Petram'
2	mous
2	c'hrouadur
1	askellou
1	e-kuit
3	zort'
1	Gurun
3	Honn
3	koa
2	dornañ.-adeg
4	dillad
1	’neze
1	(E)
1	teuje.HAB
1	Di
1	chomézé
1	zistenn
1	daol!
2	plañch
2	grignol
1	c'houch
1	?.
2	baël'
5	tomm-ru
1	gaerañ
2	zebaint
1	mouar.du
1	mont-pdg
1	Maer
1	triet
1	lorgnach.
1	devezourien
1	c'hoantaat.-et_(Adj)
1	Yèy
1	tapout-pdg
1	afer.-où_(PL)
3	Goud
4	tev
1	tomm-se
1	zoñje
1	egile.
1	emañ-pfi
1	vie
3	blag
1	da.dezhañ
2	ma-hi
2	nheuñal.
3	ê
4	bét
1	banne.-ig
1	lakout
1	chaosennoù
1	larout
2	sclavaj
1	lunedou
1	arhoaz
1	vint
1	Gortoet
1	Kleñvel
1	jomez
2	kwele
2	prech
1	pugale
1	gatoñ
2	implij
1	I.G.N
1	goud'
1	bout.-et_(Adj)
1	déb'
1	bonédou-tous'
1	tap'
1	droug-bwellou.
1	zistolas-zistolas-zistolas.taoler
1	dustu
1	kig-rost
1	izel.-aat
1	welen
1	t-debrec'h
1	v-malec'h
1	distagañ-PPDG
1	Pé
1	moman
1	e-hun
2	neve'
2	ig
1	pell.pellig
1	so.
1	yaio
1	Renket
2	studier
2	alc’hioù
1	kasketenn
1	ar_1_
2	Yann_ar_Floc'h
1	baloñsoù
4	dantin
4	meus.
1	peus-fonnus
2	daer
2	blanedenn
1	tehas
2	Kemer
1	paner
2	avaloù.
2	padal
2	Skuiz
2	ha(g)-pfi
2	en-devo-kaout
2	Manket
2	diskenn.-et_(Adj)
1	outan
4	Resevet
2	ahanon,
1	chentil
1	hardi
1	Aiou!.Aiou!.Aiou!
1	maouezed.
3	gad
1	tchentañ
1	Hès
1	dri/
1	hiñ
1	dri.
1	Hous
1	dêr
2	bin
1	deridin
1	Baling
1	Marrig
1	klaoñv
1	Thomas
1	hwi
2	lavar:
2	Andre.		
2	eat		
2	vedalen		
2	kribañ		
2	Bégzèrh'		
2	gwé		
2	n’eo		
2	Deb'		
2	moñ		
2	lenn_(V).-et_(Adj)		
2	e-meum-kaout		
2	Gouvezet		
2	Chan		
2	Panevefe-ze		
2	beuzet		
2	//		
2	àr-rok		
2	'.'-kaout		
2	lared		
2	netaat		
2	Penvare		
2	peall		
2	Pésort		
2	pre'		
2	eg		
2	peus-kreñv		
2	manjtout		
2	Emeer		
2	Meñ		
2	Hè		
2	nè.		
2	kaout-na-yè		
2	e-ser		
2	breparé		
2	yez		
2	choujal		
2	binoklou		
2	hanon.		
2	hanout.		
2	hanom.		
2	Bé		
2	hond		
2	kreno.		
2	baotred…		
2	ma-yè		
2	tier.-er_(PL)		
2	ont		
2	pennadou		
2	Gwellaad		
2	horolaj		
2	porzhiad		
2	bloaz.-ad		
2	nevez-amzer		
2	Koz-kastell-Koz-kastell-Koz-kastell		
2	Amerikaned		
2	enni.		
2	disfizius-disfizius.disfizius.-us		
2	Gwipavaz		
2	singulatif		
2	savoñ		
2	waskell		
2	kreviñ.-et_(Adj)		
2	géd		
2	tu-du-hont-du-hont		
2	vereuri		
2	ramañs		
2	tonn.tonnouigoù.tonnouigoù.tonnouigoù		
2	Landi		
2	skourrou		
2	hlazvezi		
2	Gwenole		
2	Landevennec		
2	touiñ		
2	pemzek		
2	c'helles		
2	a-c'houdevezh		
2	sellout.IMP		
2	ispisial		
2	A-dra-zur		
2	Anes		
2	ho,		
2	En-hend-all		
2	Gedal		
2	bloaz.-vezh.-ioù_(PL)		
2	c'hilhotin		
2	a-skarv		
2	a-a-fardaklav		
2	A-zioh		
2	gano.		
2	awalc'h/alato		
2	kaol		
2	ac'halenn		
2	ahalese		
2	tennañ.IMP		
2	NIJ		
2	ac'hane		
2	berradou		
2	yen-sklas		
2	kement-ads		
2	Ouessant		
2	evelato		
2	kozh.goshoc'h.goshoc'h		
2	suroc'h.suroc'h.suroc'h		
2	tele		
2	A-nézoh-c'hwi		
2	sklabeza		
2	aotchoù.		
2	pezo		
2	Argenton		
2	A-dra-sur		
2	sonjal-écho		
2	archerien		
2	gwerzhet		
2	asamblez		
2	azezañ		
2	glouar		
2	tragaer		
2	Beh		
2	louzou		
2	gac'hat		
2	taol.		
2	neveze		
2	meuleudiñ		
2	steret		
2	menegiñ		
2	K.		
2	J		
2	veleni		
2	warnezo		
2	paotrig		
2	c'hwezh		
2	Greet		
2	kuit.-aat		
2	Bezhin		
2	bern.berniet		
2	ezi		
2	a-breman		
2	brunig.-ig		
2	c'haout		
2	Brennig		
2	sklabezañ		
2	Baradoz		
2	skol.-ioù_(PL)		
2	Bro-Hall		
2	Gerne		
2	hastom		
2	Konkerne		
2	Margrid		
2	art.eul.-er,_-our		
2	merc'het		
2	man,		
2	aliès		
2	disklavenn-disklavenn.glav.-enn		
2	aliez		
2	canne		
2	Maria_Pia		
2	Pia		
2	(…).		
2	choum		
2	ervennoù		
2	pal.-et_(Adj)		
2	…gouarnamant		
2	neseser		
2	Medisin		
2	en-defe-kaout		
2	neo		
2	Gwerz		
2	Hamon		
2	houezont		
2	c'hategori		
2	nosion		
2	Pesked		
2	braoged		
2	dreist-oll		
2	weled		
2	dabord		
2	avañs		
2	laez.		
2	Vontroulez		
2	evidoc'h		
2	varvo		
2	dibri		
2	foto		
2	deuhoutañ		
2	doriou		
2	souvenir		
2	c'halonekañ		
2	asied.-où_(PL)		
2	vui		
2	dereat		
2	teañ		
2	delechoù.		
2	urzh		
2	rummad		
2	lienennou		
2	Dibaot		
2	Digori		
2	spérét		
2	unneg		
2	dorioù…		
2	dillou		
2	kapap		
2	on.on		
2	gilometr		
2	ouzom		
2	dous.-ig		
2	diskouezet.-et_(Adj)		
2	Abalamour		
2	mareoù		
2	pakat		
2	divreoc'h.-oc'h		
2	genel.-idig		
2	staotaat		
2	#ezed		
2	gouestadig		
2	hournije-hournije-hournije-hournije.nijal		
2	goelini		
2	got		
2	harotez		
2	ruz-DEM		
2	penngenn		
2	e-tal		
2	E-kreiz		
2	taouarc'h-ni-echo		
2	gwazed		
2	e-harz		
2	Molenez		
2	abri		
2	poseve		
2	Kerber		
2	Bremaik		
2	batatez		
2	Maout		
2	Uhelgoat		
2	kostumou		
2	ozac'h		
2	debarasiñ		
2	en-doa-kaout		
2	hen-mañ-hen-DEM-hen-mañ-hen		
2	dra-mañ-tra		
2	enezennoù		
2	Eclati		
2	révolution		
2	rét		
2	Erh		
2	Espern		
2	diche		
2	Gellet		
2	vr		
2	calet		
2	Entrétant		
2	blesset		
2	Mennout		
2	evurus		
2	kwir		
2	feunteun		
2	disiplin		
2	melen.-oc'h		
2	choke		
2	c'hajot		
2	pladad.-ad		
2	réma		
2	énorabl		
2	Tregont		
2	hamaraded		
2	fouenneier		
2	a-forzh		
2	truiet		
2	Forz		
2	ea		
2	anv.anvet.anvet		
2	katoenn		
2	heotenn		
2	gintaou		
2	Gléb-gliz		
2	Kuitait		
2	goanag		
2	Laboused		
2	hournije.nijal		
2	Loened		
2	diskennet		
2	Douh		
2	maillou		
2	daoulamm.lammat		
2	c'horf		
2	kourajus		
2	frouezh.singulatif		
2	laboused		
2	poazhañ-mat		
2	stagañ.IMP		
2	gwadigennou.		
2	Tad-koz		
2	marvailhou		
2	sant.-el_(Adj)		
2	Job_Ch.		
2	lun		
2	halz		
2	koñvers		
2	Karkani		
2	POP.her		
2	beus		
2	êo		
2	déomp		
2	gonsoli		
2	roue-meur		
2	prestig		
2	Boujez		
2	aozañ		
2	skubañ		
2	tener		
2	Famill		
2	zigoeñviñ-zigoeñviñ.koeñv.-iñ_(V)		
2	Kerkent		
2	da.art		
2	parck		
2	herzed		
2	skornet		
2	vugalez		
2	avel,		
2	Menez-Hom-Menez-Hom		
2	zizallañ		
2	louediñ		
2	yoa.COP		
2	c'hravazh		
2	vaneañ		
2	goustoum		
2	ostaleri		
2	diduadenn		
2	gréat		
2	tamallet		
2	kestion		
2	gourlen		
2	lestr.-i_(PL)		
2	c'hoarzh		
2	c'hruadur		
2	roustat		
2	braz,		
2	dennadenn		
2	euro		
2	gwer		
2	deuzi		
2	ô		
2	bugalé.		
2	brav.-ig		
2	Terri		
2	Nin		
2	bour		
2	diarc'henn-klapez-diarc'henn-klapez.diarc'henn-klapez-diarc'henn-klapez		
2	diskenn.IMP		
2	m-oa		
2	evezia		
2	zervez		
2	reded		
2	sujed		
2	louedañ		
2	veho		
2	Malerusamant		
2	zessin		
2	reomp		
2	art.an.an		
2	parti		
2	archer.-ien		
2	chouj		
2	Julie		
2	(renket)		
2	kleet		
2	jansson-se)-DEM		
2	Plijet		
2	evidoun		
2	(Ar		
2	doa)		
2	tarzhet)		
2	soroc'hal		
2	boulzent		
2	parce		
2	filouter		
2	chaosonioù-mañ-DEM		
2	douar-bras		
2	Dantet		
2	morbik		
2	roer-bilhiji		
2	Añjela		
2	even		
2	ostill-ze		
2	nul		
2	ouzomp		
2	hir.-oc'h.he		
2	Kervanous		
2	laerañ.-et_(Adj)		
2	tad-koz		
2	priñs		
2	eer		
2	avi		
2	ouzouto		
2	preñv		
2	orjalenn		
2	COP.pronom_incorporé		
2	e-giz-se-e-giz-se.se		
2	kredennou		
2	famillou		
2	Koadkilie		
2	Péd		
2	pétra		
2	Setu-me		
2	penneka		
2	zigeri		
2	koeñv.-et_(Adj)		
2	ranked.IMP		
2	ferañ		
2	certen		
2	savet.-et_(Adj)		
2	bount		
2	skiant-prenet		
2	c'hraonv_PL_		
1	yac'h.gouliou		
1	hadoñ		
1	saladen		
1	gaou.-ier		
1	divalav.divaloerez		
1	bleizi.-i_(PL)		
1	tigwe		
1	kourre.		
1	deuz.ouzh.pronom_incorporé		
1	tiskouezo		
1	art.-erezh,_-ereah,_-ourezh		
1	Vel		
1	treist		
1	koukou		
1	joent(r)ell		
1	souvantrierenn		
1	werzhin		
1	forzhig.-ig		
1	ar.-ioù_(PL)		
1	neugn		
1	kapad		
1	ne-int-kaout		
1	redeg		
1	koumouluz.-uz		
1	wa_ɤ_		
1	tõn_d_		
1	la.ɤe		
1	vɛle		
1	lutun		
1	vigwale.		
1	da.pronom_incorporé-écho		
1	id-te		
1	zinet		
1	mecher		
1	vigwale		
1	spontailh-brini		
1	oabr		
1	henn'		
1	soubenn-soubenn.art		
1	penvar'		
1	Jesus		
1	Krist		
1	walenn		
1	pehini-pehini.hini		
1	Traou		
1	ebarz		
1	hanoiou		
1	paz		
1	piɤ		
1	plet		
1	bobl		
1	forzh.-ig		
1	hehi		
1	ràet.-et_(Adj)		
1	skoa(z)-ha-skoa(z)-&-skoa(z)-ha-skoa(z)		
1	skuiza.-añ		
1	hounn'		
1	targasha		
1	timad.mat		
1	i-heun		
1	zaskorit		
1	vale.		
1	true		
1	visae		
1	korventenn		
1	daou-ugent-ad-où		
1	Breizh-atav-Breizh-atav-ad		
1	c'hrennard		
1	Gwasat		
1	Estlammusat		
1	ti.tiez		
1	peuzziwiskoc'h-peuzziwiskoc'h.peuzziwiskoc'h-peuzziwiskoc'h-peuzziwiskoc'h.gwiskañ.-oc'h		
1	divyezhegezh-divyezhegezh.yezh.-egezh		
1	Ha(g)		
1	fubu.fubuenn		
1	andouilhennoù.-où_(PL)		
1	tarlipat-tarlipat.lipat		
1	enez.nom_collectif.-enn.-où_(PL)		
1	onzont		
1	veur		
1	reoliañ.reolerezh		
1	sujidi		
1	mouezhioù		
1	kumun.kumuniezh		
1	c'henlodañ-c'henlodañ.c'henlodañ		
1	bennozh		
1	gwirioù		
1	splet		
1	hêrezh		
1	POSS.e_1_		
1	POSS.he_2_		
1	Digarez		
1	Atoe,		
1	Klaskomp		
1	kelenn		
1	kalonek		
1	esae		
1	peroked-se		
1	Ac'hañ		
1	skarzhañ		
1	poull.-ad.poulladik		
1	tudoù!		
1	Ac'hanta,		
1	Aotrou.-e(z)_(PL)		
1	hoc'h.kaout		
1	Adalek		
1	Rennes		
1	kontañ.-et_(Adj)		
1	drajoù		
1	taouarc'h		
1	O-unan-penn		
1	Afer		
1	Sik		
1	gwelloc'h.gwelloc'hikañ.gwelloc'hikañ.gwelloc'hikañ		
1	Alala		
1	choman		
1	belbi		
1	Diskouez		
1	c'hoarezed		
1	A-boan		
1	anavezit		
1	Dao!		
1	Aotrounez.-e(z)_(PL)		
1	archerion.-erion		
1	Setu-eñ		
1	gaz		
1	mougañ.-us		
1	Arsa,		
1	asa!		
1	Arsav		
1	c'hoarvezout.-et_(Adj)		
1	ofisourien		
1	Breizh-Breizh-atav-ad-Breizh-atav-ad		
1	bras-disec'het…		
1	laeret		
1	darbet		
1	krennard		
1	Arc'hoazh		
1	gaouenn		
1	nor-dall		
1	grizilhonoù		
1	Shangaï		
1	?…		
1	Bec'h		
1	talvoudus.-oc'h		
1	diskar_(N.)		
1	(Biken)		
1	breh,		
1	dilabour-dilabour.labour		
1	(Biskoazh)		
1	(biskoazh)		
1	Nom_propre		
1	Dija		
1	vourrez		
1	Brudet		
1	C'hep		
1	Prunelle		
1	Hêp,		
1	(		
1	(5)b		
1	c'houilia		
1	c'hwitet		
1	C'hwitell		
1	Chao		
1	!!!!		
1	Ne'		
1	gennañ		
1	breuger		
1	glevan		
1	huchement		
1	kontrol		
1	(*ket)		
1	Skrivañ		
1	lavare		
1	verc'h		
1	Emaoc'h		
1	tanzen		
1	chouk		
1	buket		
1	bro-me		
1	Kastilha		
1	c'heñver		
1	c'hourlanchenn		
1	vouilhenn		
1	Politikerezh		
1	broadelouriezh		
1	a-drovriad		
1	son.aozañ.-er,_-our		
1	teknik.-er,_-our		
1	kumunizeh		
1	c'henlodañ-c'henlodañ-c'henlodañ.c'henlodañ		
1	Galleg		
1	zeskiñ		
1	c'hi-se-DEM		
1	Ddaammmd		
1	bannañ		
1	lipat.tarlipat		
1	enez.-enn.-où_(PL)		
1	dazloc'her		
1	nukleel.-el_(Adj)		
1	Nantes		
1	kreisteiz		
1	da.evit		
1	dedennet.-et_(Adj)		
1	tiverañ		
1	yañ		
1	kenskolidi-kenskolidi-kenskolidi.kenskolidi		
1	Diflipet		
1	dispac'ha		
1	bloaz-mañ		
1	Skoazellañ		
1	produiñ.-erezh		
1	klewelet		
1	gallaoueg		
1	diwar-bouez		
1	stignad		
1	FALB		
1	zourn		
1	intensifieur		
1	nom_collectif.-enn.-où_(PL)		
1	an'		
1	flac'h		
1	brav.Bravat.Bravat		
1	sotoni		
1	Doustik		
1	Pevarlammat		
1	difelc’het		
1	penn.foll.pennfollañ.-iñ		
1	o-unan-penn		
1	eno.		
1	peuzziwiskoc’h-peuzziwiskoc’h.peuzziwiskoc’h-peuzziwiskoc’h.gwiskañ.-oc'h		
1	ehane		
1	distrei		
1	keneiled-keneiled.keneiled.-ed_(PL)		
1	yay		
1	emezañ.pronom_incorporé		
1	divodest		
1	ez-aketus		
1	en-dro-tro.pronom_incorporé		
1	yaounank		
1	kas.pronom_incorporé		
1	satordallik		
1	enezennoù.nom_collectif.-enn.-où_(PL)		
1	panevet		
1	Estregedout		
1	Estreget		
1	pizza		
1	estroc'h.-oc'h		
1	pop		
1	eva		
1	c’helenner		
1	ninig.-ig		
1	ac'ha!		
1	droad		
1	daol.		
1	zen.		
1	fubu.-enn		
1	pomperion		
1	archerion		
1	sikourerion		
1	gloazet		
1	ziwezhat		
1	Faeañ		
1	deoc'h…		
1	aktour.-ien		
1	Perak		
1	Fidambie		
1	Fent		
1	fiñv		
1	flaer-se-DEM		
1	tan.tanfoeltr		
1	penn.pennfollañ.pennfollañ.-añ		
1	Fou		
1	C'hou		
1	tomm.-adenn		
1	Fow		
1	mignon.-ed_(PL)		
1	dedenn.dedennet.dedennet		
1	Sezni		
1	Abgrall		
1	c'henoù		
1	gantañ.		
1	c'herioù		
1	chench		
1	c'holc'hed		
1	zifenn		
1	gouez.lec'h		
1	trelliñ		
1	sachañ-sachet-disachet-sachañ		
1	wallober		
1	gwall-iskis		
1	labour.labourer.-er,_-our		
1	Paotred		
1	Lokemo		
1	vartoloded		
1	X_di-X		
1	Gwell		
1	gweredoù.-où_(PL)		
1	gwerzidou.-où_(PL)		
1	duel.diweuz		
1	peuzziwiskoc’h-peuzziwiskoc’h.peuzziwiskoc’h-peuzziwiskoc’h.peuzziwiskoc’h.-oc'h		
1	habaskted.-ded,_-ted		
1	Kerichen		
1	mard/hag-eñ		
1	art-un-un-un.un		
1	roñseed,		
1	merzañ		
1	obuz.-ioù_(PL)		
1	Hama,		
1	harluet.-et_(Adj)		
1	Faoutet		
1	gwez-gwez-sapin		
1	chom.IMP		
1	hmm		
1	Sin		
1	Yañ		
1	penn.foll.pennfollañ.-añ		
1	beiadour,		
1	heñ		
1	Farsus		
1	aotrounez		
1	grevus		
1	Tchang		
1	Buhez		
1	e-biou		
1	(daou)		
1	hepmuiken		
1	e-biv		
1	Izidor		
1	mastoc'het-mastoc'het.mastoc'het.mastoc'het.mastoc'het		
1	treuziñ.-adenn		
1	argadet		
1	douar.-adez		
1	Glas-holl		
1	gwellañ-holl		
1	ti.-ad		
1	Houp		
1	houp		
1	Hopala		
1	tres		
1	chas.Chasoù		
1	den-DEM-art		
1	deiz-mañ-'		
1	wezenn-mañ-gwezenn		
1	hemañ-hen		
1	deuet,		
1	hemañ-hen.hemañ-hen-hemañ-hen		
1	deuet…		
1	henn-ha-henn		
1	honn-ha-honn		
1	hag-(eñ)		
1	{mard/hag-eñ}		
1	glemm		
1	labour.-er,_-our		
1	barrez-mañ		
1	Chezuz		
1	bravigoù		
1	mestr.-ig		
1	Iche		
1	c'helenner		
1	gambrig-kousket.gambrig-kousket-kousk		
1	pizh-rac'h-rac'h		
1	kumun.-iezh		
1	da.lod.-añ_(V)		
1	adkemeret-adkemeret.kemer		
1	kehent.hent		
1	sevenadur		
1	Kaoc'h		
1	plac'hig-se		
1	a.P/e.pronom_incorporé		
1	ouzh.pronom_incorporé-unan		
1	e-unan,		
1	gemeret.gemeret		
1	garantez		
1	Disul		
1	c'harter		
1	Gwellaikañ		
1	gallout.c'hellfed		
1	geit		
1	Anat		
1	kloareg		
1	fennoù		
1	kement-mañ:-ads		
1	Kement-mañ-kement		
1	kousto		
1	pred		
1	Kement-ha-kement		
1	Din		
1	Tomm		
1	divyezhegezh		
1	kentoc’h		
1	kerik.-ig		
1	blasenn		
1	klaskomp		
1	lufr		
1	gomprenjes		
1	komzet		
1	gerniel.pluriel_interne		
1	gouent		
1	parkeier		
1	gouelec’h		
1	graza		
1	kentel		
1	kreizenn.-enn		
1	kriet		
1	groc'hen		
1	Dalc'hit		
1	ez-aketus-ez-aketus-ez-aketus-ez-aketus-ez-aketus-ez-aketus-aketus		
1	krouet.-et_(Adj)		
1	groze		
1	Tankerru		
1	gurun		
1	kaout.bez		
1	azezañ.-et_(Adj)		
1	maneg.-où_(PL)		
1	gegin		
1	bado		
1	peuz-		
1	anavezont		
1	bennozh.-ozh		
1	lakit		
1	skritell.-où_(PL)		
1	Diboell		
1	lar…		
1	gaouiad.		
1	barv.-ioù		
1	Danset		
1	Dek		
1	kas.kaset.kaset		
1	Baleet		
1	aligator		
1	azezet		
1	manegoù		
1	Evet		
1	c'hevredigezhioù		
1	Diwan		
1	Dihun		
1	Div_Yezh		
1	Yezh		
1	UGB		
1	Degaset		
1	duvaneget		
1	duel.gweuz		
1	lab		
1	dister-dister-dister.ster		
1	serenadoù		
1	»		
1	brenestr		
1	gi-bleiz		
1	bugel-ads		
1	c’hard		
1	Chou!		
1	Kis-kis		
1	Ranko		
1	soñjez		
1	1938		
1	boutin		
1	ger-mañ-ger		
1	skiantel		
1	afen		
1	zroad		
1	Tomm-gor		
1	Ola		
1	chas.hypocoristique		
1	A,		
1	teuziñ		
1	raint		
1	poull.-où_(PL)		
1	?!?		
1	plad.ar-ar		
1	feiz.da.POSS.fidamdie.fidamdie		
1	burev		
1	ki-DEM		
1	toull-bac'hañ		
1	boulc'hurun		
1	maen-hir		
1	chaous!		
1	Grik		
1	pffuitt		
1	Joe		
1	habask.-ded,_-ted		
1	#ek_(Adj)		
1	roc'h		
1	logodenn.-enn		
1	(?		
1	(√/?		
1	vihan)		
1	daouig		
1	_[ø]_._[ø]_		
1	plad.-ad_		
1	Hounnezh		
1	spiniñ		
1	strak		
1	Disul,		
1	oferenn,		
1	re-se,		
1	e-unan/*		
1	eñ.		
1	ne'		
1	prefixe_di-		
1	levr-se		
1	laouen…		
1	Añ		
1	kejañ		
1	c'halian		
1	eee		
1	furoc'h		
1	Eump		
1	kendalc'hit		
1	Dañset		
1	kaier		
1	leti		
1	kevatal		
1	Ha,		
1	kumuniezh.-iezh		
1	d’he		
1	loustoni.-oni		
1	luc'he		
1	tihuno		
1	e/ma		
1	(m'		
1	kenavo		
1	Ma,		
1	Maa		
1	trampouilhat		
1	terriñ.-et_(Adj)		
1	lanker		
1	starderez		
1	faziañ.-et_(Adj)		
1	menec'h.pluriels_internes		
1	kezekenned		
1	mirc'hed		
1	kalloc'h		
1	meno		
1	mistri.pluriel_interne		
1	distag-meurbet-distag-meurbet-distag-meurbet.distag-distag-meurbet		
1	taolet		
1	baoñ		
1	virout		
1	mignon.-ez_(F)		
1	dourgi]		
1	dour-yar		
1	labous-noz		
1	kazeg		
1	[kazeg-koad]		
1	tommheoliet-tommheoliet.-et		
1	traoniennoù		
1	koll.bara.-ed_(PL)		
1	eveldoc'h		
1	zigollas-zigollas-zigollas.koll		
1	tomm.heol.-et		
1	'.pronom_incorporé-écho		
1	rin-me		
1	gutez		
1	Boulzouble		
1	reizh.-où_(PL)		
1	Laouenan		
1	plijout.-et_(Adj)		
1	dibistig		
1	drouiz		
1	mes		
1	gallout.c'hellent		
1	Amiguito		
1	servij		
1	sizhunvezh		
1	Gwalarn		
1	nec'het.-et_(Adj)		
1	darempred		
1	-idi		
1	nemeto.pronom_incorporé		
1	er.pronom_incorporé		
1	brav]		
1	c'heloù		
1	oberenn		
1	hag_all…		
1	c'haller		
1	neuñvial		
1	koumoul		
1	bordet.-et_(Adj)		
1	tilh		
1	torgenn		
1	Tata		
1	Mersi		
1	!….		
1	Oah		
1	Anavezout		
1	katwoman		
1	Katwoman		
1	klakenn.-ed_(PL)		
1	seier-se		
1	siminal		
1	maouez.-ed_(PL)		
1	peuzziwiskoc’h-peuzziwiskoc’h.peuzziwiskoc’h-peuzziwiskoc’h-peuzziwiskoc’h.gwiskañ.-oc'h		
1	c'hwezhe		
1	servijout		
1	da-DEM		
1	prientiñ		
1	olimpek		
1	levr-DEM		
1	Rozmor		
1	eskemm		
1	c’hreion		
1	barr-livañ		
1	gwelaat		
1	maget		
1	c’horf		
1	kenskolidi-kenskolidi-kenskolidi.skol.-idi		
1	didro		
1	miz-mañ		
1	kambr.gambrig-kousket-kousk		
1	Ouaou		
1	Ouow		
1	cheñch.-et_(Adj)		
1	paotr-lizheroù		
1	gustumet		
1	ouzhin.pronom_incorporé		
1	outi.pronom_incorporé		
1	buket.buket.buket		
1	spiniñ.-i_(V)		
1	deskiñ.-et_(Adj)		
1	teuin		
1	Peneveto		
1	semplet		
1	andouilh.-enn.-où_(PL)		
1	Paouezet		
1	vutuniñ		
1	all.		
1	druilh		
1	drast		
1	sinañ.-adur		
1	ofisiel		
1	strollañ		
1	skrivañ.pronom_incorporé		
1	politikerezh		
1	en.kaout.-et_(Adj)		
1	bigi		
1	yañtav		
1	Bastik!		
1	Peg		
1	Trawalc'h		
1	dizifenn-dizifenn.difenn		
1	beragou		
1	perago		
1	bremaik		
1	div.yezh		
1	yezh,		
1	div.		
1	(klañv)		
1	sonjoù		
1	dispak-bras-bras		
1	DET		
1	peuzziwiskoc’h.peuzziwiskoc’h.-oc'h		
1	Pronom		
1	vide		
1	PRO		
1	art.-ennn.-où_(PL)		
1	gerioù		
1	nac'haat		
1	blegadenn		
1	menec’h		
1	ac’hanomp…		
1	pomperion.-ion		
1	poulladik.-ad.poulladik		
1	preti		
1	Hanter		
1	repu		
1	daskorit-eñ		
1	Lez-ni		
1	mindrailh.-er,_-our		
1	vabouzenn		
1	c'hlev		
1	kloza		
1	art.-enn.-où_(PL)		
1	misionoù		
1	pesk.-ed_(PL).-aer		
1	vloaz.		
1	treuzkas-treuzkas.treuzkas.kas_(V)		
1	galloud.-où		
1	pizh-rac'h-pizh-rac'h		
1	deredet-deredet-deredet-deredet.deredet.-et_(Adj)		
1	pomper.-ion_(PL)		
1	archer.-ion_(PL)		
1	sikour.-er,_-our.-ion_(PL)		
1	Buan		
1	damañ		
1	jefe		
1	Bezet		
1	c'havout		
1	gavot		
1	Rouez		
1	evn.-ig		
1	Bevañ-bevaik		
1	disglavier-disglavier-disglavier.glav.-er		
1	Salokras		
1	Satordistac'h		
1	c'hizier		
1	?!!		
1	spernenn		
1	pav		
1	krouiñ.-et_(Adj)		
1	sevenet.-et_(Adj)		
1	Blev!		
1	deredet-deredet-deredet-deredet.redek.-et_(Adj)		
1	sikourerion.-erion		
1	skede		
1	skoaz		
1	soudarded.-ed_(PL)		
1	Du		
1	stago		
1	arzour		
1	divrud		
1	c'hoar.-ezed		
1	TANGI		
1	Agar		
1	C’hoarzhin		
1	ker.-ig		
1	boanioù		
1	asant		
1	yezhoù		
1	Republik.		
1	mouest		
1	talvoudusoc'h.-oc'h		
1	koeñv-koeñve-digoeñve-koeñv		
1	staoñv		
1	boaz.-añ		
1	skildrenk-skildrenk.treñk		
1	pronom_vide		
1	peuzziwiskoc’h-peuzziwiskoc’h.peuzziwiskoc’h-peuzziwiskoc’h.gwiskañ.peuzziwiskoc’h		
1	(Evit)		
1	hualañ.-et_(Adj)		
1	gorrien		
1	doareoù,		
1	muzell.-où_(PL)		
1	redek.-et_(Adj)		
1	Taksi		
1	tarzhas		
1	zeod		
1	Mantrus		
1	sonn.-et_(Adj)		
1	deod		
1	dïad.-ad		
1	tizet		
1	hañ_?		
1	dorgenn		
1	trellet.-et_(Adj)		
1	skildrenk		
1	nec'h		
1	loustoni		
1	Prenn		
1	amprevan		
1	PS		
1	c’herioù		
1	karr.-ig.-ad		
1	manac'h.pluriels_internes		
1	war-kaout		
1	doareoù		
1	war-lerc’h		
1	Lojañ-dilojañ		
1	Brallet-divrallet		
1	COP.oa		
1	azezenn		
1	koeñv.koeñve-digoeñve-koeñve-digoeñve.koeñv.koeñve-digoeñve		
1	deiz.-ioù_(PL)		
1	chañsus		
1	da!		
1	kelaouenn.-erien		
1	dalc'h		
1	Hou		
1	Kou		
1	huchements		
1	Shanghai		
1	You!		
1	Youc'hou		
1	avel.-ach,_-aj		
1	bazh.-ad.vazata		
1	chomaj		
1	avel.avelaj		
1	Mouded		
1	kignaj		
1	saoznaj		
1	skouarnad		
1	(/-kaozeadeg).		
1	guzadenn.-ad.-enn		
1	bikadenn:		
1	meskl		
1	leskiñ		
1	(/-loskadurez)		
1	meskaill		
1	meskaillez.		
1	rataill		
1	meskaillez		
1	aes.êzamant		
