fréquence	lemma	UD	
1	overn		
1	tañvez-amann		
1	disoñjet-disoñjet-disoñjet.soñjal.-et_(Adj)		
1	galfec'h		
1	chomfes		
1	kilhog		
1	dilezet-dilezet-dilezet.lezel		
1	kaoter.-où_(PL)		
1	arme		
1	ti-ker		
1	____		
1	noz-man		
1	am.kaout		
1	________		
1	esaeañ.-et_(Adj)		
1	pag		
1	pad'.-et_(Adj)		
1	baner		
1	paoul		
1	kazel.kazeliet.kazeliet		
1	Dibennet		
1	ten		
1	binoklou.-où_(PL)		
1	skrivo		
1	parveñk		
1	passaad		
1	pasein		
1	baseo		
1	faoiou.-ioù_(PL)		
1	zoudard		
1	bazenn		
1	pe'		
1	ɡɛn		
1	zaoulagad,		
1	Pellig		
1	pugur		
1	-ioù		
1	krient		
1	Prena		
1	on-neus-kaout		
1	Perag		
1	pesked.-ed_(PL)		
1	kerze		
1	pukol		
1	torz		
1	e-noa-e-noa.kaout		
1	bouez		
1	bozoù		
1	brechez		
1	rankout.ranked		
1	kavout.gaver		
1	klao		
1	emer		
1	banne.vannika.-a		
1	Penôs		
1	emañ.'		
1	eoñ		
1	Sebezet		
1	bugel-DEM		
1	Dac'het-hi		
1	laoskel-Loch'		
1	t-hoñ…		
1	Dèstume'		
1	t-hè…		
1	vriata		
1	Pec'hed		
1	le_passé_surcomposé		
1	tennet		
1	ouioñ		
1	beñb		
1	reent		
1	Laked		
1	vê		
1	lagout-chistr.lagout-chistr.lagout-chistr-sistr		
1	lare		
1	Vefe		
1	diot		
1	kard		
1	bennag]		
1	avad		
1	ahanom		
1	yoñ		
1	Gweloc'h		
1	hanter-re		
1	Youen		
1	ro		
1	zeski		
1	E-giz		
1	weler		
1	Préd		
1	agelenn		
1	lhost		
1	rial		
1	rost		
1	Baloñsoù		
1	Teufint		
1	Eo		
1	nezhi		
1	fest-noz-fest-noz		
1	sinema		
1	ganeoñ		
1	Ivi		
1	vakañs		
1	brem’		
1	sier.-ier_(PL)		
1	meus.meus.kaout		
1	chanch'		
1	goude-goude-se		
1	teil		
1	seac'h-korn		
1	bern.bernio		
1	divernio.bern.divernio		
1	zerc'hé		
1	Jarret		
1	stokenn		
1	sevel.-el_(V)		
1	zaet.-et_(Adj)		
1	chikour		
1	beuziñ.-et_(Adj)		
1	lidañ		
1	nor!		
1	e-noa-e-noa		
1	disklêriet		
1	den-ze-DEM		
1	kleñ.ket-ket		
1	strivañ		
1	denañ		
1	mont.yaje		
1	perann.rann		
1	friko		
1	Diaesoh		
1	zoñjen		
1	bihanoc'h.-oc'h		
1	lapous'		
1	dineiz'		
1	art.pluriel_interne.-ek_(Adj).ar.ar		
1	fonnusañ		
1	ouzout		
1	lizhiri		
1	eured,		
1	heul		
1	Ivi.		
1	yê		
1	bern.-et_(Adj)		
1	hotoz		
1	gwenntaed		
1	mag'		
1	ganom		
1	huch		
1	yen-yeign-sklass		
1	hadañ.-et_(Adj)		
1	koustañ.-et_(Adj)		
1	daill		
1	talvoudegezhioù.-ioù		
1	disheñvel		
1	greet-kaout		
1	stripil		
1	Hervé		
1	dol		
1	éva		
1	dech		
1	dornañ.-erez,_-ourez		
1	tennet.-et_(Adj)		
1	ra'		
1	téo		
1	gouséf		
1	teo		
1	dommet.-et_(Adj)		
1	zéc'h		
1	A(n)		
1	prad.-et_(Adj)		
1	ganoc'h		
1	Bidaed,		
1	Bidaed		
1	ah		
1	Monsieur		
1	m'.kaout		
1	sevel.		
1	merc'h.-ed		
1	trei		
1	tresadennoù.-adenn.-où_(PL)		
1	treuj-didreuj-treuj-didreuj-treuj-didreuj.treuj-didreuj		
1	dreid.pluriel_interne		
1	zoñjit,		
1	Kerzit		
1	Jean-Marie		
1	Grez		
1	garoh		
1	Dastum		
1	pévar		
1	seiz.		
1	klevout-kleofe-ioñ-kleofe-ioñ		
1	chunon		
1	c'hoant.-aat		
1	traoù.pronom_incorporé		
1	dom		
1	bihan.vihana.vihana		
1	sekretour		
1	faotañ.faotec'h		
1	bloaz.		
1	deomp,		
1	diouzhomp		
1	tommañ.		
1	War-bouez		
1	Pedavare		
1	prezeg		
1	hoas.		
1	yaouank-flamm		
1	dar.		
1	yeign-sklass-yeign-sklass		
1	belec'h		
1	kasfen		
1	art.ar.-où_(PL)		
1	e-giz-se-e-giz-se.ads		
1	ilizad		
1	bonedad		
1	Plijadurus		
1	kargañ.kargamañchou		
1	art.an.-ed_(PL)		
1	lienennou.		
1	onomatopée.stlaka		
1	evezh.evezia		
1	Kaozeal		
1	ti.tiegezh		
1	…dar		
1	resivout.-our		
1	guinaouoc-sé		
1	sant.Santel.Santel		
1	dano		
1	disklavenn-disklavenn.disklavenn.disklavenn		
1	planken		
1	marc'had.-erezh,_-ereah,_-ourezh		
1	pesk.-er,_-our.-ien,_-ion_(PL)		
1	ginidig		
1	kourachet		
1	brevez		
1	Sorserezh		
1	emezo		
1	bouliji		
1	Staga		
1	lehid		
1	pauum		
1	meXijɛn		
1	brav.braoik		
1	aotchoù		
1	gourlañioù		
1	bloaz.bloavezh.bloavezh		
1	merc'hervezh		
1	abad		
1	velan		
1	bɛmde		
1	anezhan.pronom_incorporé		
1	anezi.pronom_incorporé		
1	a-pik		
1	er-mod-se		
1	Zo		
1	braoaad.brav.-aat		
1	votiñ.-adeg		
1	a-eneb		
1	a-zioh		
1	rin		
1	meche		
1	bla-mañ		
1	(ar-DEM		
1	sodenn-se		
1	dostaee.		
1	daremprediñ.-et_(Adj)		
1	c'hoariet.-et_(Adj)		
1	LAbous		
1	complémenteur_vide		
1	marhadour		
1	azvan		
1	bellaad		
1	ker.-at_(V)		
1	tanav.-oc'h		
1	bravoc'h		
1	Anv		
1	Kuit		
1	Kristen		
1	rentet		
1	kount		
1	alc'hwezh		
1	labourat…		
1	aliesoc'h).-oc'h		
1	#ig_(Adj)		
1	renkañ.-et_(Adj)		
1	amezogez.-ez_(F)		
1	lakepod-man		
1	dit.		
1	Guilers		
1	Anés		
1	fanoric.fanoric		
1	daou.		
1	voa		
1	gant'		
1	vues		
1	Trabas		
1	bloavez.-vezh		
1	1950		
1	a-nevez		
1	araokañ		
1	aoza		
1	gweleou…		
1	darn-vuia		
1	APA		
1	voant		
1	obér		
1	esambles.		
1	a-gevred		
1	mignoned		
1	asiedoù.-où_(PL)		
1	doc'h,_dac'h		
1	roud-roud-avel		
1	gerdin		
1	studiañ.-erien		
1	a-veh		
1	o-deveze		
1	beh		
1	mennak		
1	anv.anvet		
1	dindan.pronom_incorporé		
1	langaich		
1	vihanna.vihanna.vihanna		
1	dispar-dispar-dispar.par		
1	bleunioù.-ioù		
1	pluet.pluñv.-et_(Adj)		
1	marbleo-marbleo-marbleo.marbleo		
1	Botou-ler		
1	c'hlas,		
1	breinet		
1	kave		
1	vrezel		
1	lart		
1	Beva		
1	o-deus		
1	kelkouz		
1	sulvezh		
1	gleb.glepet-glepet		
1	choarezet.-ez_(F).-ed_(PL)		
1	wreg		
1	fall.		
1	chifretez		
1	cheñch		
1	dispar		
1	taol_(F)		
1	lakat		
1	amezogez		
1	#at_(V)		
1	mab.-ig		
1	hoar-gaer		
1	om		
1	resivout		
1	degemer.digemeret.digemeret		
1	spontuz		
1	Pont,		
1	&-ha		
1	tri-ugent.tri-ugent		
1	unnek		
1	evelse		
1	katekiz		
1	zastum		
1	gourlañioù…		
1	zrebi		
1	zegas		
1	deset		
1	degaset		
1	deiz.mat		
1	delhar		
1	eus.kaout		
1	evezh.-iañ_(V)		
1	deuz		
1	Amerikaned.-aned		
1	E-peseurt		
1	dach		
1	zepande		
1	disklavenn.glav.-enn		
1	gwenojennou.gwenojennou.gwenojennou		
1	diaguent		
1	diaouloù		
1	kerent		
1	tigor		
1	dinian		
1	douh		
1	dioh		
1	Penmarc'h		
1	dremene		
1	ordrenet		
1	pesk.-ed_(PL).-aerien		
1	den.pluriel_interne-kozh		
1	dervezh		
1	dizolei		
1	drefent		
1	venefis		
1	dlié		
1	dle		
1	Achu		
1	gant.pfi		
1	gwagenn.-ennoù		
1	ôtrou		
1	Alan_Koativi		
1	Koativi		
1	deuas		
1	erbediñ		
1	Itron-Varia		
1	F.		
1	trempañ.-añ		
1	ti.tiegez.-egezh		
1	kezeg.-enn.-ed_(PL)		
1	jansson-se-DEM		
1	dousig.-ig		
1	anezhañ.anezhañ.pronom_incorporé		
1	drouk-c'hreat-ober		
1	eontr-DEM		
1	har		
1	mestr-kelenn.-er,_-our		
1	mone		
1	c’hurunen		
1	on-unan		
1	e-mod-se		
1	daou-ugent		
1	bouch.-où		
1	P/e-harz		
1	edomp		
1	P/e.lec'h		
1	kelennerien.-erien		
1	P/e.tal		
1	labour.-ioù		
1	greisteiz.deiz		
1	frouezh.frouezen		
1	Pab		
1	Ebestel,		
1	c'houzanvas		
1	Eeun		
1	neged		
1	abri.-et_(Adj)		
1	negedom-ni		
1	eged		
1	Kenta		
1	ambarket		
1	vapeur		
1	ganéoc'h		
1	aotroù		
1	Sorcérés		
1	émèzo		
1	Emichans		
1	tign		
1	ez-vihan		
1	gavfe		
1	boull		
1	ober-réas-ta		
1	speçc		
1	rajemp		
1	Emgannou		
1	etrezañ.pronom_incorporé		
1	médécin		
1	Berros		
1	méz		
1	amzer-dremenet		
1	evezhiañ		
1	leazh		
1	kanetenn.-où_(PL)		
1	eken		
1	evned		
1	kosha		
1	e-bét		
1	zo.pronom_incorporé.écho		
1	dimme		
1	guenec'hu		
1	ourzed		
1	en-doe		
1	servicha		
1	famill		
1	farda		
1	Faziet.-et_(Adj)		
1	faziet.-et_(Adj)		
1	feillet		
1	fellas		
1	#añs		
1	amezeg.-ogez		
1	fournioù.		
1	uel		
1	friad.-ad		
1	friko-mañ		
1	kozeal		
1	helle		
1	c'halljen		
1	kwenneg		
1	heller.IMP		
1	Clasquit		
1	a.a.a		
1	ellot		
1	em-boa.em-boa-kaout		
1	gantan.pronom_incorporé		
1	Gad		
1	divesker.divesker.divesker		
1	c'harzh		
1	dékoret		
1	pesk.-ed_(PL).-erien		
1	ginidig.-idig		
1	c'hlizennañ.-enn.-añ_(V)		
1	Bemdez		
1	dostaee		
1	enez-Hom-enez-Hom		
1	goelini.pluriel_interne		
1	kanetennoù.-où_(PL)		
1	c'houlennas		
1	konted		
1	gouelan.pluriel_interne		
1	houie		
1	hoar		
1	kreun		
1	skouér		
1	Gwa		
1	Art		
1	gwa(z		
1	ze)		
1	e-omp-ni,		
1	da.pronom_incorporé-petra		
1	c'hellimp-ni		
1	gallout-da		
1	gwagennou.-où_(PL)		
1	fera		
1	diarc'henn-klapez-diarc'henn-klapez.diarc'henn-klapez-INT		
1	n’em		
1	benveg.-ioù_(PL)		
1	-N’eus		
1	ozac’h		
1	diaes.gwenojennou.gwenojennou		
1	gwezenn.-enn		
1	winkal		
1	urioù		
1	domma		
1	gwenojenn.-où_(PL)		
1	diaes.diêsa.diêsa		
1	dén-se		
1	intañv.-ez_(F)		
1	Tréméned		
1	Konkerne.		
1	hejet		
1	bour…		
1	a.IMP.pronom_incorporé		
1	lavarer		
1	kenañ		
1	hon.hon-echo		
1	deiz.-vezh.devezh-mañ-devezh.-vezh		
1	am-eus,		
1	gelennerien		
1	intañvez.-ez_(F)		
1	(ha)_*_		
1	eus.		
1	Istor		
1	aranjet		
1	oad-DEM		
1	c'hae		
1	-ien,_-ion_(PL)		
1	c'hamalad		
1	resevet		
1	Bourc'h		
1	nebleh-nebleh.lec'h		
1	gannet		
1	deveus		
1	fraction		
1	dichent		
1	vichent		
1	laosket		
1	am-eus-am-eus-am-eus		
1	kapab		
1	herent		
1	Rag-se		
1	freuza,		
1	touriou		
1	dantelezet.		
1	egéd		
1	karget		
1	gargañ		
1	garreg		
1	gartenn		
1	c'hatekiz		
1	1949		
1	Gras		
1	tiegez		
1	gant.-enn.-ed_(PL)		
1	helh		
1	Keloù		
1	-ioù_(PL.)		
1	kemend		
1	e.pronom_incorporé		
1	gemm		
1	gwele.gweleou		
1	frouezen.-enn		
1	gendalh		
1	c'henderv		
1	kennebeud		
1	poltred		
1	lerh		
1	hoñvers		
1	friko-DEM		
1	kereat.-at_(V)		
1	viche		
1	gouel_(M.)		
1	drouk-c'hreat-drouk-c'hreat-ober		
1	a_fas_da		
1	c'hleuz		
1	em-eus.em-eus-em-eus		
1	helou		
1	wall-gleñved		
1	hoefou.-où_(PL)		
1	zigoeñviñ-zigoeñviñ.zigoeñviñ.-iñ_(V)		
1	on-doa		
1	koumañs		
1	studi.-ioù_(PL)		
1	komzet.-et_(Adj)		
1	gomzen		
1	contant		
1	Zoue		
1	jamaes		
1	honkour		
1	aliesoc'h		
1	kount'		
1	gorf		
1	gouezhe		
1	kouezet		
1	housk		
1	nord		
1	gendere-gendere-gendere.gendere		
1	groaz		
1	kudennoù.-où_(PL)		
1	kuites		
1	guzhe		
1	jawãk		
1	abat		
1	kentaf		
1	plac'h-kaezh-		
1	kenderc'hel		
1	discleria		
1	poulzañ		
1	strizh		
1	P/e-IMP		
1	diforc'h		
1	doud		
1	labourent		
1	a-Expressions_idéophoniques		
1	lamchont		
1	Even		
1	reomp)		
1	kanetennoù		
1	c'hlizennañ		
1	…evit		
1	kavi		
1	koad.		
1	lazhan		
1	kendelc'her		
1	digwener		
1	gallout.gellet-gellet		
1	zegat		
1	konfitur		
1	colspan=10		
1	CONTEXTE1:		
1	Dans		
1	une		
1	pâtisserie,		
1	les		
1	gâteaux		
1	air		
1	faits		
1	enfant		
1	cinq		
1	ans.		
1	pâtissier		
1	s'		
1	excuse.		
1	starde		
1	penturiñ		
1	evita…		
1	c'hwezek		
1	real		
1	(*den)		
1	(*zen)		
1	machin		
1	garer		
1	Euruzamant		
1	serriñ-lagad		
1	deuy		
1	vloavezhiad		
1	Koumpren		
1	gaser		
1	pakaat		
1	varhadourez		
1	poa		
1	pennoù		
1	melenoc'h,		
1	choke,		
1	c'hajot.		
1	Lec'h		
1	Drebet		
1	taol_(F).-enn		
1	reant		
1	a-hont		
1	[glas-kaol		
1	Plah		
1	Anastazi		
1	frigasiñ		
1	Gwellañ		
1	eñvor.		
1	maez,		
1	Ra_1_		
1	taouarc'h-ni-écho		
1	den-den-mañ		
1	henhont		
1	re-z/he		
1	bras-ads		
1	noaz.		
1	hel		
1	dienez		
1	divrec'h		
1	Cornouaille		
1	hemañ-hen.hemañ-hen-Indéfini_de_choix_libre_par_reduplication		
1	hén-mañ-hén		
1	lazet,		
1	hén-mañ-hén-DEM-hén-mañ-hén		
1	bleset		
1	tou		
1	Varie		
1	hilh		
1	hleiz		
1	daou-ha-daou		
1	Bourbouilhad		
1	dour-chag		
1	dervezh,		
1	person,		
1	dremenas		
1	Gwechall,		
1	Me,		
1	Gwalc'hiñ		
1	hon.hon-hon		
1	penn-moc'h		
1	listri		
1	leske		
1	Koz-Kastell		
1	art.-an_(Adj).-ed_(PL)		
1	loaiad.loaiad-loaiad		
1	karter.-ioù_(PL)		
1	bro-Bro-Dreger		
1	eo'		
1	P/e-e-leh-e-leh		
1	zo'		
1	loened.-ed_(PL)		
1	all…		
1	veha		
1	bleunioù		
1	kroget		
1	(Anna)		
1	komprenet		
1	kruadur		
1	babig		
1	gwella)		
1	souten.-et_(Adj)		
1	hellan		
1	(Alain)		
1	(klevet)		
1	[en_em_gavout		
1	(leazh		
1	laezh.a-a		
1	evomp		
1	weli		
1	deviñ.-et_(Adj)		
1	Eloi		
1	Mabig.-ig		
1	magajinoù.		
1	melen.-i_(V).veleni		
1	kontañ.IMP		
1	vanke		
1	He-man		
1	vuez		
1	varhadourez.-ourezh		
1	marhad		
1	Nin.		
1	guchenn		
1	martezeoù-martezeoù.-où_(PL)		
1	magañ.IMP		
1	Filo		
1	Frañs		
1	-vezh		
1	Menez-Hom		
1	venne		
1	c'hellout		
1	roue-roue-meur		
1	vir		
1	virañ		
1	evezh.-iañ		
1	vire		
1	penn-penn-moh		
1	ranked		
1	moyenn		
1	horv-maro		
1	Kastellin.		
1	boenn		
1	taou.taou		
1	tiou		
1	souten.soutenet-soutenet-soutenet		
1	daremprediñ		
1	nebleh.lec'h		
1	gwenneg.-ien_(PL)		
1	kemm		
1	neuñv		
1	Mae		
1	reverdi.-où_(PL)		
1	Urz		
1	n’oant		
1	souezet.		
1	moteur		
1	Grognal		
1	gwic'hal		
1	oc'hal		
1	doc'hal		
1	ebad.-où_(PL)		
1	anv.anvet.-et_(Adj)		
1	bodañ		
1	vïan		
1	tost.-ig		
1	POSS-o-zri		
1	bleuñ.-ioù		
1	labourioù		
1	1893		
1	c'hazarn		
1	28		
1	klañv.		
1	bloavezh,		
1	1949.		
1	zin[i]fi		
1	ouessantine		
1	tiskenn		
1	o-div		
1	beleg.-et_(Adj)		
1	#elezh		
1	ostill		
1	bihan-DEM		
1	ententet		
1	outo…		
1	Choa		
1	plantañ.-et_(Adj)		
1	c'hrouet		
1	pakas		
1	pakadou.-où_(PL)		
1	baka		
1	briñsez		
1	glizh.-enn.-añ_(V)		
1	marc'had.-ourezh		
1	ober-eta		
1	partiet		
1	grapin		
1	speredet-kaer		
1	guzad		
1	Kaou_Penngloan		
1	Penngloan		
1	ennon		
1	N’en-doa		
1	peud		
1	gant-hi		
1	kargañ.-amant.-où_(PL)		
1	-ez_(N.coll.)		
1	horolaj,		
1	superstisionou		
1	Peadra		
1	Gwelit		
1	sklêreet.sklaer.sklêreet		
1	hatekiz		
1	Dizoloiñ		
1	pénaos		
1	famil		
1	diarvar-diarvar-diarvar.diarvar		
1	stlaka		
1	daoulamm.daoulamm		
1	eürus		
1	peurzorn		
1	beuri		
1	pign		
1	pinvidikoh.-oc'h		
1	Fichet		
1	blac'h		
1	saludet		
1	plac’hig.-ig		
1	darempred.-et_(Adj)		
1	dillou]		
1	pluet		
1	marbleo-marbleo.blev		
1	poazh-mat		
1	gwadigennou		
1	poaza		
1	poent-ze-DEM		
1	bried		
1	prins		
1	aman.		
1	ekip		
1	tas.tased		
1	badeziantou.-ioù_(PL)		
1	vez.vezed		
1	ouzh.ouzor		
1	distresadur		
1	gaser.IMP		
1	emañ.emeur		
1	Skoet		
1	Gastellin		
1	am-eus-am-eus-kaout		
1	Int-i-Int-i		
1	hint		
1	he_2_		
1	ema-hi.ema-hi-ema-hi		
1	en.pronom_incorporé		
1	soñjet		
1	oan.		
1	moyenn.		
1	doun		
1	kof		
1	gavont		
1	lipous		
1	rankemp		
1	rankent		
1	rank		
1	gweleou,		
1	bloaz.vloavezhiad.-iad		
1	réd		
1	rezonabl		
1	renk		
1	roud-avel-avel		
1	dibloñset-dibloñset-dibloñset		
1	zah		
1	se!		
1	zeha		
1	zelaou		
1	c'homzoù		
1	sarfen		
1	en.kaout		
1	reiñ.roet.roet		
1	savet.savet.savet		
1	pennad.-où_(PL)		
1	Sao		
1	Saig		
1	zuzun		
1	sizhuniad.sizhuniad-sizhuniad		
1	Choujal		
1	-al		
1	staged.IMP		
1	stag		
1	peseurt,_pezh		
1	staga		
1	fresk.-oc'h		
1	tiegeziou		
1	dekoret		
1	houblad		
1	E(r)-mod-se		
1	Gaorantin		
1	kuitaad		
1	[n'		
1	garche		
1	kano		
1	jochonou		
1	studierien		
1	kourajus.		
1	ebatoù.-où_(PL)		
1	c'hoar.-ed_(PL)		
1	tanav.tanavoc'h		
1	gwashoc'h-gwazh		
1	vistri-skol		
1	1834		
1	prospéri		
1	c'houefen		
1	fournioù		
1	Anvet		
1	gouverioù_PL_		
1	dud_PL_		
1	Aogust		
1	me…		
1	arañjiñ.-et_(Adj)		
1	pluñv.pluet		
1	dromplet.		
1	Daoulinet		
1	vered		
1	deredet-deredet-deredet-deredet.redek.et_(Adj)		
1	lid.-où_(PL)		
1	studi.-où_(PL)		
1	tachadig.-ig		
1	Tachadoù		
1	simbol		
1	tachadoù		
1	P/e.e-tal		
1	kador.-ioù_(PL)		
1	tano		
1	tanavoc'h.-oc'h		
1	taolenn		
1	teh		
1	tec'homp		
1	dennañ		
1	tenner.IMP		
1	timad		
1	Vrest,		
1	tonnouigoù.tonnouigoù.tonnouigoù.tonnouigoù		
1	pesketerien		
1	kouezhet,		
1	toulla		
1	estlamm-ze		
1	huñvreal		
1	medisin		
1	c'hwalennet		
1	vaïchou		
1	bloñsiñ.-et_(Adj)		
1	dibloñset-dibloñset-dibloñset-dibloñset-bloñsiñ.-et_(Adj)		
1	ket.met		
1	brezouneg		
1	touzet		
1	deñved,		
1	kordenn.pluriel_interne		
1	trois		
1	Arhantel		
1	tro-war-tro		
1	didruez		
1	urz		
1	Anezhi		
1	havalier		
1	dañvad.pluriel_interne		
1	zelled		
1	seurezed.-ezed		
1	debarasi		
1	rean		
1	Warhoaz		
1	Tostaad		
1	gendere-gendere.derez		
1	gazetenn		
1	warnom.pronom_incorporé		
1	daou-ha-daou-&-daou-ha-daou		
1	dabort		
1	badeziantou.-où_(PL)		
1	war-lerh		
1	voul		
1	war-du		
1	reñkad		
1	kilhou		
1	_DP_		
1	Voujez		
1	youh		
1	nebleh		
