fréquence	Gloss	UD	
7	chaussure.-où_(PL.)		
7	antronoz		
7	gwellaat		
7	sait.on		
7	B		
7	ez'		
7	blaz		
7	demi		
7	cours		
7	aman		
7	boisson		
7	âne		
7	enfer		
7	poissons		
7	quotidien		
7	entendu		
7	raisins		
7	mélangé		
7	ferai		
7	finir		
7	pont		
7	gare		
7	terme		
7	3SG.a		
7	cherchez		
7	homme-là		
7	atteindre		
7	poulet		
7	promptement		
7	hôpital		
7	magasin		
7	tout_à_l'heure.DIM		
7	V		
7	en.eux		
7	sinon		
7	enlève.on		
7	tue.on		
7	charge		
7	_1_milin		
7	a--benn		
7	R..COP		
7	y..avait		
7	lard		
7	défendu		
7	gwinizh		
7	kentizh		
7	muioc'h		
7	travaillent		
7	tout_à_l'heure		
7	Tréboul		
7	koef		
7	courag.-us		
7	Morwena		
7	en.un		
7	glu		
7	était-lui		
7	apportez		
7	avers.-ad		
7	troc'hañ		
7	verglas		
7	moindre..superlatif		
7	zoken		
7	cuillière		
7	N.-enn		
7	vendait		
7	panais		
7	poireaux		
7	apprenti		
7	bien.sur		
7	chemise.-où_(PL.)		
7	poulain		
7	sur-haut		
7	trouveras		
6	faotañ		
6	e-keñver		
6	loup.s		
6	NEG.chose		
6	pas_a		
6	mensonges		
6	briller		
6	saint		
6	a.3SG		
6	à_4__dont		
6	suis-moi		
6	sac.ée		
6	pe--		
6	eté		
6	harpañ		
6	peuz--		
6	dam-		
6	debout		
6	Nom.de.D..		
6	pardon		
6	_1_bugel		
6	autant-se		
6	leur_2_-unan		
6	difenn		
6	krenañ		
6	s-douar		
6	par.pronom_incorporé		
6	Milou		
6	Feiz!		
6	anal		
6	mirout		
6	resta		
6	cesse		
6	destruction		
6	autant-all		
6	biken		
6	voyais		
6	Mince!		
6	entends		
6	Ouste!		
6	2.lagad		
6	patri.-iz_(PL.)		
6	otes		
6	préparer		
6	leurenn		
6	prenestr		
6	retard		
6	tranquille		
6	avis		
6	Arturo		
6	Bon!		
6	tevel		
6	ardent		
6	vallée		
6	karr		
6	ferais		
6	deux.main		
6	hélas		
6	satordallik!		
6	gavout		
6	invité		
6	blessé		
6	manquer		
6	spontus		
6	gwall		
6	danger		
6	aboyer		
6	maison.née		
6	hop!		
6	aer		
6	heure-DEM		
6	_1_parrez		
6	messe		
6	eil		
6	C'hoarzhin		
6	croche		
6	parlait		
6	kegin		
6	aim.é		
6	précis		
6	loup.-i_(PL.)		
6	tok		
6	Tom		
6	20		
6	ça!		
6	nourrir		
6	divalav		
6	any		
6	na…		
6	Papa		
6	améliorer		
6	Morwenna		
6	de--,_di--,_dis--		
6	bezan		
6	envoy.é		
6	vaisseau		
6	restera		
6	ce		
6	kreñv		
6	ze		
6	skouarn		
6	dister		
6	pantalons		
6	soudainement		
6	en.POSS		
6	allongé		
6	brisé		
6	sans.crainte		
6	en.arrière		
6	marron		
6	dastum		
6	afin		
6	saoûl		
6	celle		
6	Lena.DIM		
6	seau-DEM		
6	lazhañ		
6	chaussure.s		
6	bizaj		
6	blouse		
6	kaoz		
6	arriv.-et_(Adj.)		
6	sonné		
6	coques		
6	peu.plus		
6	vous-écho		
6	était.on		
6	kap		
6	joue		
6	beau.plus		
6	disaient		
6	mourru		
6	lâcher		
6	vieille-vieille		
6	descends		
6	leuskel		
6	devrais		
6	serriñ		
6	2.main		
6	étranger		
6	détruire		
6	devra		
6	iras		
6	Bilzig		
6	en.mon		
6	comme-se		
6	humeur		
6	paroles		
6	marche		
6	entendait		
6	intérêt		
6	médecin		
6	treut		
6	pensais		
6	___		
6	campagne		
6	manque		
6	kwa		
6	peindre		
6	tué		
6	bouillait		
6	avons		
6	coupé		
6	skorn		
6	frappe		
6	travaillaient		
6	animau.x		
6	maintes		
6	guerre-bed		
6	chargé		
6	le_bleiz		
6	manteau		
6	jeune..superlatif		
6	euse		
6	après.se		
6	vers.de.terre		
6	tiges		
6	ridicule		
6	skeul		
6	râteau		
6	au-dessus		
6	étonn.-et_(Adj.)		
6	conte.s		
6	7		
6	noyer		
6	laissa		
6	direct.eur		
6	saura		
6	certains		
6	descendre		
6	coiffe.s		
6	neuial		
6	Morlaix		
6	plijadur		
6	chanté		
6	cri		
6	doare		
6	football		
6	laissait		
6	impôts		
6	faotan		
6	est.é		
6	sacrebleu		
6	fest		
6	tard.plus		
6	distruj		
6	Standard		
6	bouillir		
6	coupable		
6	toaz		
6	derc'hel		
6	oiseau.x		
6	duré		
6	paseal		
6	bourk		
6	devrions		
6	de-côté		
6	verrée		
6	Amelia		
6	__		
6	possible		
6	flux		
6	pouvez		
6	que.moi		
6	ne_+C_		
6	barnañ		
6	De--,_di--,_dis--		
6	problème.s		
6	rassembler		
6	achu		
6	naon		
6	animal.petit		
6	habiller		
6	dluzh		
6	long-à-long		
6	dit.on		
6	Bez		
6	faufiler		
6	moi.kaout		
6	glac'har		
6	allemands		
6	moulin		
6	sac.ée.s		
6	apprend.on		
6	pasapl		
6	nettoyer		
6	au.dessus		
6	yen		
6	gorge		
6	gouloù		
6	fallait		
6	sorte-DEM		
6	écrasé		
6	hauteur		
6	croché		
6	perd		
6	an-ci		
6	charg.é		
6	litr.ée		
6	élevé		
6	danvez		
6	matière-amann		
6	garenne.s		
6	déja		
6	chapelle		
6	viendriez		
6	maison-kêr		
6	flotte		
6	stoppe-pluie		
6	filleul		
6	boue		
6	déplacer		
6	dle		
6	_5_kole		
6	taureau		
6	C.être.y.a.Dieu		
6	moulin-DEM		
6	chargea		
6	savions		
6	passera		
6	le_de-		
6	comme.ça		
6	semain..#iad		
6	entendis		
6	paquet.s		
6	échalotes		
6	vert-choux		
6	certainement		
6	grain		
6	devrait		
6	faut.é		
6	roched		
6	galets		
6	soldat.DIM		
6	hunvreal		
6	groupe		
6	Gour-		
6	devaient		
6	vague.s		
6	tombait		
6	garenne		
6	fermerai		
6	grogner		
6	bank		
5	sal.eté		
5	pièce		
5	aimeras		
5	gorre		
5	surface		
5	loin.er		
5	de.de.moi		
5	anxiété		
5	Ankou		
5	kostez		
5	karantez		
5	misère		
5	e--barzh		
5	dans.le		
5	soubenn		
5	livre.s		
5	appuyé		
5	té		
5	Frère		
5	Arthur		
5	couru		
5	com_1_bro		
5	à-bout		
5	bazar-là		
5	venaient		
5	depuis.eta		
5	Dis-donc!		
5	est.ce.que		
5	monsieur.s		
5	vat!		
5	attiré		
5	photographier		
5	savez		
5	Feizd'		
5	amDoue!		
5	montrer		
5	a.u		
5	courait		
5	eh_bien		
5	pompier.s		
5	Arsa!		
5	connaître		
5	degemer		
5	hep!		
5	enlevé		
5	ezhomm		
5	semble		
5	march.-our		
5	and		
5	instruit		
5	frais		
5	dîner		
5	taxi		
5	Pamba		
5	prend		
5	apprendre		
5	minute		
5	en_1_		
5	devant.pronom_incorporé		
5	_1_kontell		
5	lanv		
5	conté		
5	fruits		
5	palud		
5	s-holen		
5	di		
5	dis-		
5	yezh		
5	gars.-ed_(PL.)		
5	ouvre		
5	hañval		
5	nomtabou		
5	sur.moi		
5	image		
5	pañsion		
5	P.toi		
5	brezhell		
5	mots		
5	plaisant		
5	arrêtez		
5	prendrai		
5	laer		
5	robe		
5	jour-DEM		
5	SG-DEM		
5	R.u		
5	croit		
5	plaindre		
5	peurvuiañ		
5	obligé-holl		
5	sacré		
5	repas		
5	dirait		
5	fort.lec'h		
5	diaoul		
5	côté-DEM		
5	affiche.s		
5	surement		
5	mémoire		
5	Soaz		
5	eontr		
5	oncle		
5	attends		
5	salv		
5	fiancée		
5	le..IN		
5	enfui		
5	sujet		
5	autant-&		
5	allions		
5	surpris		
5	espoir		
5	dong		
5	forn		
5	possession		
5	kaozeal		
5	gwez		
5	veut		
5	salut		
5	se!		
5	anavezout		
5	sac'h		
5	vend.u		
5	R.é		
5	Postpos.		
5	kent		
5	ou_1_		
5	ger		
5	prends		
5	bien.s		
5	lous		
5	son-un		
5	crier		
5	enor		
5	oubli		
5	petit.bois.-a		
5	bosse		
5	hañv		
5	Pipi		
5	orjal		
5	laiton.-enn		
5	année.dernière		
5	pire!		
5	ema		
5	soufflet		
5	entre.eux		
5	Ya		
5	lin		
5	maison.s		
5	auriez		
5	enseign.ants		
5	2SG-aura		
5	froissé		
5	pain-ci		
5	merde-saout		
5	kriz		
5	sioul		
5	maintenant-INT		
5	irez		
5	nul		
5	rit		
5	mi.jour		
5	mankout		
5	oeuf.factice		
5	nid		
5	question		
5	parl.-erien		
5	selon.moi		
5	averse		
5	peut.être		
5	pour.toi		
5	employé		
5	Les_numéraux_cardinaux		
5	doit.on		
5	ridé		
5	pens.-et_(Adj.)		
5	saro		
5	danser		
5	inviter		
5	_1_tost		
5	près.-enn		
5	3SG-a		
5	objet		
5	ordinairement		
5	science		
5	sous.pronom_incorporé		
5	kaol		
5	R..1SG-ai		
5	en-vue		
5	nec'het		
5	ferez		
5	bizarre		
5	arruout		
5	dernier		
5	bag		
5	lèvera		
5	est.3SG		
5	chaokat		
5	marais		
5	dall		
5	à.tête		
5	le_les_numéraux_cardinaux		
5	arrivait		
5	père-vieux		
5	mardi		
5	digeriñ		
5	Ne		
5	leçon		
5	bélier		
5	chemin-DEM		
5	lisait		
5	maman		
5	prenañ		
5	trompé		
5	forzh		
5	dresañ		
5	trois-vingt		
5	bourse		
5	am-		
5	1SGkaout		
5	pouvaient		
5	pie		
5	regardez		
5	savoir_(R)		
5	genel		
5	giz		
5	paie		
5	vite..superlatif		
5	Soñjal		
5	aire		
5	jette		
5	petite		
5	nom-ci		
5	darev		
5	pakañ		
5	directement		
5	commença		
5	Cornouaille		
5	chaussette		
5	melc'hwed		
5	plijout		
5	comparé.à		
5	durent		
5	Plogonnec		
5	entend.on		
5	darbet		
5	corde		
5	_1_micher		
5	moi_(R_1_)		
5	jeudi		
5	jou.é		
5	foot		
5	vélos		
5	volait		
5	tombe		
5	yac'h		
5	le_aval		
5	je		
5	de.vous		
5	chantera		
5	sklaer		
5	sombre		
5	Yann_ar_Floc'h		
5	à)_4_		
5	convenable		
5	Pâques		
5	micher		
5	destin		
5	est-elle		
5	mangent		
5	sonjal		
5	fuel		
5	sfx		
5	le..)		
5	Malgeneg		
5	qu(o)i		
5	savane		
5	Afrique		
5	maitr.esse		
5	quelque		
5	skeiñ		
5	(art		
5	armée		
5	quand_(R)		
5	mallestoupen		
5	koaven		
5	petit.plus.moi		
5	kolo		
5	loa		
5	s-ler		
5	tenir		
5	1SG-ai		
5	noce		
5	général		
5	facteur		
5	doivent		
5	non.pas		
5	nizez		
5	nièce		
5	infern		
5	attrap.é		
5	gour-		
5	dut		
5	énergie		
5	ospital		
5	père-kozh		
5	vécu		
5	_1_magazenn		
5	berr-		
5	chaque.nuit		
5	trou.-où_(PL.)		
5	court.DIM-chose		
5	craindre		
5	traverser		
5	manquerait		
5	envelopper		
5	en-milieu		
5	en.milieu		
5	teñval		
5	Fourlichou		
5	aperçut		
5	tout..de..suite-très		
5	Leich		
5	enleve.on		
5	en.temps		
5	contant		
5	chasser		
5	tableau		
5	pein.e		
5	courra		
5	dé.morenn		
5	brouillard.-iñ		
5	épaule-à-épaule		
5	quand-COP		
5	costumes		
5	fouetta		
5	dissolu		
5	pas.seulement		
5	sol		
5	Alan		
5	obus		
5	regardait		
5	toucher		
5	serait-lui		
5	compter		
5	plier		
5	eurus		
5	estreget		
5	abattu		
5	fou		
5	fendra		
5	affliction		
5	vêtir		
5	sommeil		
5	bochad		
5	veuf		
5	arriverons		
5	sirène		
5	continuer		
5	vis-à-vis		
5	mauvais.er		
5	kont		
5	petit.plus		
5	pourront		
5	montait		
5	nombreux		
5	kreskiñ		
5	pourriez		
5	mètre		
5	lann		
5	lune.é		
5	patate		
5	chaussure		
5	dé.coller		
5	aïeaïeaïe!		
5	aîeaïeaïe!		
5	plouf!		
5	sacristie		
5	tir.é		
5	masque		
5	atchoum		
5	éternu.é		
5	avant.pronom_incorporé		
5	boaz		
5	surveiller		
5	fil		
5	court-alan		
5	Concarneau		
5	argent-DEM		
5	nous_(R)		
5	komañs		
5	rôti		
5	ral		
5	bonjour		
5	fabriqué		
5	est-ce_C.ha(g)		
5	pré		
5	attaqué		
5	taureau-tarv		
5	casser		
5	moud.2PL		
5	mettaient		
5	Lucille		
5	quitter		
5	est.ce.pas		
5	découvrir		
5	Me		
5	gred		
5	palad		
5	el		
5	luorz.		
5	ils		
5	envoyait		
5	tour-		
5	commencions		
5	faut.-ach,_-aj		
5	Guilers		
5	fleur..s		
5	bêtise		
5	grande		
5	arbres.SG		
5	passa		
5	arracher		
5	dent		
5	moment.DIM		
5	étale		
5	Bodilis		
5	bili		
5	coupe		
5	direct		
5	ludu		
5	dessin		
5	déchiré		
5	e-skoaz		
5	sautèrent		
5	attrapa		
5	devais		
5	consoler		
5	diviser		
5	fruit.SG		
5	tourn.é		
5	haut.lanv		
5	marées		
5	maez		
5	pertinemment		
5	Chateaulin		
5	pisser		
5	sur-laez		
5	plut		
5	pressé		
5	ance		
5	soies		
5	juin		
5	riche.plus		
5	lettre.SG		
5	fuite		
5	bois-pin		
4	dire.s		
4	aour		
4	Bastien		
4	fatigu.er		
4	Fanch		
4	Marguerite		
4	nuag.eux		
4	parfaitement		
4	tanfoeltr		
4	deux.oeil		
4	istes		
4	pauvr.-entez		
4	moine.s		
4	pourvu.que_4_		
4	laissera		
4	en.plan		
4	bonhomme.-où_(PL.)		
4	s.DIM		
4	petits		
4	aride		
4	desséché		
4	longu.eur		
4	moment.s		
4	digarez		
4	gars.s		
4	lundi		
4	quitté		
4	je.pense		
4	Oh!Oh!		
4	Sam		
4	urzh		
4	Dites-donc!		
4	ceci		
4	P-yaouank		
4	/ba/		
4	_1_mat		
4	diskouez		
4	montre		
4	Hop!		
4	Ehben!		
4	dre-holl		
4	accourru		
4	polic.iers		
4	secour.istes		
4	armoire		
4	incroyable!		
4	ailes		
4	conte		
4	euh…		
4	quel_1_		
4	accueillir		
4	des.sec'hiñ		
4	derez		
4	Ben		
4	failli		
4	MonDieu!		
4	arsa!		
4	Yannig		
4	gloan		
4	8		
4	kangourou.s		
4	téléphonera		
4	askell		
4	chal.eur		
4	Hey!		
4	.équilibré		
4	course		
4	le_diable		
4	lièvre		
4	enfant-DEM		
4	pronom		
4	maman.DIM		
4	gars.DIM		
4	lammat		
4	tomba		
4	scène		
4	tiens		
4	Damné!		
4	c'hoarvezout		
4	damn.-et_(Adj.)		
4	châtaignes		
4	1986		
4	centre.SG		
4	Tchernobyl		
4	Ukraine		
4	à-chose-sur		
4	kreiz		
4	ma!		
4	attir.é		
4	effet		
4	Ma!		
4	boul		
4	boule._5_kurun!		
4	échapper		
4	agiter		
4	geindre		
4	luisait		
4	parlez		
4	c'hwek		
4	feu-flamme		
4	combat		
4	marai.-où_(PL.)		
4	crié		
4	le_derez		
4	in		
4	musique		
4	le_gwele		
4	lit.-où_(PL.)		
4	sec'hed		
4	Ohlala		
4	bouge		
4	saint.-el_(Adj.)		
4	fouetter		
4	pri		
4	maquereau.pluriel_interne		
4	lèvre		
4	si.ce.n.est		
4	bas.plus		
4	super		
4	collège		
4	einh!		
4	farsus		
4	paouez		
4	O!		
4	oabl		
4	comme-ads		
4	renard.s		
4	poule.s		
4	paysan		
4	net..t.oyer		
4	evezh		
4	INT-tout		
4	de_1_-kenwerzh		
4	Commerce		
4	maître.pluriel_interne		
4	Ata!		
4	mener		
4	mettez		
4	que.ne		
4	kambr		
4	Chambre-a		
4	Tonnerre!		
4	roche		
4	construit		
4	loup		
4	filles		
4	Ksss!		
4	_1_nom_propre		
4	Miam!		
4	maen		
4	huchements		
4	commune		
4	plat.ée		
4	quand_1,+C_		
4	c'hoarzhin		
4	fatigu.-añ_(V.)		
4	tondre		
4	égal		
4	écoutez		
4	kezeg		
4	trou.ée		
4	bavarder		
4	3PL_a		
4	>		
4	au.milieu		
4	_5_kuzhat		
4	saperlipopette!		
4	moine		
4	verrai		
4	abeilles		
4	cheminée		
4	sans.pronom_incorporé		
4	fumer		
4	le_numéraux_cardinaux		
4	treuz--		
4	à..travers.envoi		
4	pouvoir.s		
4	partie_1_.bro		
4	donne		
4	farine		
4	mignon		
4	belo		
4	arrière		
4	Hourra!		
4	octobre		
4	nuque.N.é		
4	petit.bois		
4	lipat		
4	lèch.N.SG.PL		
4	_5_kleuz		
4	douillet		
4	tort		
4	recuire		
4	ou.bien		
4	cassera		
4	plegañ		
4	mince		
4	lévrier		
4	brizh		
4	lèpre.sfx.SG.PL		
4	pousser		
4	gwreg		
4	_5_kousk		
4	vieux-DEM		
4	descente		
4	ker..nep--		
4	palette		
4	habilement		
4	entrer		
4	N.		
4	espiègl.erie		
4	es-écho		
4	_1_kaozeal		
4	SG.-ad		
4	Matriona_1_		
4	chère		
4	Charlez		
4	droite		
4	lien		
4	evelkent		
4	_1_bande		
4	troupeau		
4	tranquill.-der		
4	ité		
4	semaine-ci		
4	est)		
4	miche		
4	ø		
4	enebour		
4	ennemi.-ien_(PL.)		
4	eurs_1_		
4	demandait		
4	oublié		
4	tu.-et_(Adj.)		
4	avec.toi		
4	argent-moi		
4	court-souffle		
4	à_1_-nevez		
4	faut.pas		
4	crac!		
4	dangereux		
4	a-dreñv		
4	Patratras!		
4	Plouf!		
4	maison.-e(z)_(PL.)		
4	sein		
4	R_4_.1SG-kaout		
4	pendre		
4	Lom		
4	viendrez		
4	logod		
4	à.chaque.second		
4	nulle.part		
4	Lenaig		
4	re.prenait		
4	élan		
4	coudre		
4	Louiz		
4	oad		
4	_1_buoc'h		
4	courb.é		
4	les--		
4	occupé		
4	R..3SG-a		
4	foetañ		
4	accueil		
4	Met		
4	na_(IMP!)		
4	a-pour		
4	_1_pie		
4	raccommoder		
4	réciproque		
4	chez.moi		
4	d.ici		
4	menn		
4	chevreau		
4	chat.s		
4	mare-là		
4	chevr		
4	nouvelle		
4	thèse.s		
4	kraoñ		
4	feson		
4	riait		
4	benveg		
4	goût.é		
4	couché		
4	dis--je-moi		
4	en_em		
4	figure		
4	chagrin.é		
4	mur		
4	Jeanne		
4	fourches-fer		
4	bercer		
4	mé.krediñ		
4	endurer		
4	ne.R_1_		
4	goûté		
4	de-,_di-,_dis-		
4	_1_poan		
4	crocher		
4	gardes		
4	moitié-sec'h		
4	mouiller		
4	N.PL		
4	pourri		
4	geun		
4	chemin-fer		
4	info		
4	un.-ig		
4	ossuaire		
4	ville-DEM		
4	apprendra		
4	casse		
4	trancher		
4	habitué		
4	lait-saout		
4	Joseph		
4	toi-écho		
4	koan		
4	Jean		
4	viendrait		
4	ceux-ads		
4	laerezh		
4	expl.		
4	douze		
4	gagne		
4	-2PL		
4	cache		
4	1SG-kaout		
4	commençait		
4	Philippe		
4	_1_chose-DEM		
4	office		
4	vieil..l..it		
4	côté-ads		
4	plantes		
4	semblant		
4	obéi		
4	chaque_1_		
4	dame		
4	animal.-ed_(PL.)		
4	mare		
4	contenant		
4	vieil..l.ir		
4	celui-là		
4	itron		
4	vêt.ement.s		
4	étrange-étrange.plus		
4	chant.-aou-		
4	s.-enn		
4	nom_de_titre		
4	peser		
4	bouclé		
4	feuillage.s		
4	chênes		
4	ceinture.-enn		
4	bouteille		
4	entrait		
4	_1_moulañ		
4	.)		
4	nombreux.-oc'h		
4	moereb		
4	plaire		
4	crin.SG		
4	trainer		
4	parl.é		
4	hogos		
4	céréales		
4	oseille		
4	poison		
4	yec'hed		
4	remise		
4	broch		
4	broche		
4	serons		
4	semer		
4	dessous		
4	failli.DIM		
4	grammaire		
4	ann.-vezh		
4	envoie.on		
4	magasin.-où_(PL.)		
4	Tristan		
4	soir		
4	_1_mintin		
4	lein		
4	Emañ		
4	laoskel		
4	tyrans		
4	épée		
4	franc		
4	collect.eur		
4	créat.eur		
4	furchal		
4	jug.-er,_-our		
4	je_pense		
4	averse.s.er		
4	bâton.nade.s		
4	chaque.deiz		
4	est_da		
4	entre_1_		
4	étude		
4	ne.COP		
4	est.ket		
4	le__1_paotr		
4	sur-avant		
4	commission		
4	sur.n-vingt		
4	DET		
4	combien_1_		
4	imprimer		
4	grandit		
4	comprennent		
4	travaillait		
4	pouce.ée		
4	veniez		
4	gouel_(M.)		
4	Ne_1_		
4	monDieu!		
4	âme		
4	Yeun.DIM		
4	améliorer.-enn		
4	pleur.-et_(Adj.)		
4	pensons		
4	mall		
4	exemple		
4	Bobby_Fisher		
4	rose		
4	belle.superlatif		
4	priz		
4	avare		
4	tellement.que		
4	roucoule		
4	noir.N		
4	tousser		
4	vrrip		
4	liñsen		
4	badaboum		
4	habiles		
4	tisserins		
4	comprend		
4	$$$		
4	barbecue		
4	vélo.s		
4	Allemagne		
4	coutumier		
4	dit-3SG		
4	nous.écho		
4	it		
4	stal		
4	devezh		
4	oa		
4	plumage-ci		
4	croît		
4	village		
4	amann		
4	pench.é		
4	si.loin-all		
4	habillé		
4	ramass.é		
4	gavr-iniz		
4	colline		
4	manquait		
4	sûrement		
4	es..2SG		
4	carte		
4	_1_gwelout		
4	-eux		
4	ri		
4	anzav		
4	sans.risque		
4	nompas		
4	partager		
4	traîner		
4	dirait.on		
4	lastez		
4	but		
4	tout-biskoazh		
4	difficile..superlatif		
4	birviñ		
4	pourra		
4	usé		
4	hommes		
4	alentour		
4	a-bezh		
4	diaes		
4	jette.on		
4	distillé-sistr		
4	mâcher		
4	blé.champs		
4	treuziñ		
4	tostenn		
4	kargañ		
4	rac'h		
4	danter		
4	viendront		
4	allumé		
4	terre.-où_(PL.)		
4	Couic		
4	un.e		
4	à-droit		
4	à-façon		
4	alliez		
4	bête.-aat		
4	devenir		
4	argant		
4	lequel		
4	après.midi		
4	avançait		
4	e-kours		
4	santout		
4	facile..superlatif		
4	plie-dos		
4	_1_muzul		
4	priera		
4	autant-ads		
4	cordonnier		
4	planche.de.terre		
4	avoue		
4	Anna.DIM		
4	voyez		
4	plouz		
4	excl.		
4	tapait		
4	est_ket		
4	lumières		
4	effarant		
4	joyeux		
4	regardent		
4	sévère		
4	yoc'h		
4	vite.-oc'h		
4	dîné		
4	loustic		
4	égal-à-égal		
4	satiété		
4	arrivent		
4	Kistinid		
4	rapporter		
4	diroll		
4	le.ti		
4	kempenn		
4	Kervrehan		
4	jour-ci		
4	liorzh		
4	réveille		
4	assommé		
4	poteau		
4	tec'hout		
4	descendu		
4	allemand		
4	grippe		
4	haie		
4	Adv.		
4	atroce		
4	3SG.M		
4	Bremañ		
4	comme.lui		
4	lect.eurs		
4	voilà-emañ		
4	elle_les_numéraux_cardinaux		
4	espère		
4	varices		
4	faible		
4	dune		
4	comme.elle		
4	fer.s		
4	fer.N		
4	obligé-COP		
4	que-sera		
4	pour-sécher		
4	(ne)		
4	intañv		
4	voisin.-ion		
4	izel		
4	envoyez		
4	punirai		
4	mal-kein		
4	a-ziabell		
4	foll		
4	Eglise		
4	pitoy.ant		
4	beñ		
4	pompette		
4	bonne		
4	aimons		
4	iers		
4	aucun.eux		
4	Youenn		
4	étonner.superlatif		
4	à_4__kouezhañ		
4	tagañ		
4	et_merc'h		
4	tt.à.fait		
4	cousent		
4	code		
4	entrée		
4	écras.é		
4	était-écho		
4	piouff		
4	censément		
4	branch.é		
4	Ale!		
4	seau		
4	renvers.-et_(Adj.)		
4	patatras		
4	ac'h!		
4	sakristi		
4	ne.est		
4	Jose		
4	de.ici		
4	Loeiz		
4	bonheur		
4	lac-DEM		
4	mangez		
4	moisi		
4	_1_berr-		
4	Thomas		
4	crut		
4	froid-INT		
4	sag.-nezh		
4	rêvait		
4	farv		
4	terre-DEM		
4	betegout		
4	détacherait-elle		
4	noyé		
4	anniversaire		
4	Elliant		
4	plaisions		
4	châle		
4	fréquente		
4	rouille		
4	Henri		
4	esclavage		
4	aurait.dû		
4	catholique		
4	enseign.ant		
4	1908		
4	dé.planter		
4	espèce		
4	pour.moi		
4	haut.plus		
4	décoré		
4	vraiment		
4	baisser		
4	chaussettes		
4	3SFM.a		
4	rapide		
4	keta		
4	3SGF-a		
4	plus.souvent		
4	repasser		
4	malañ		
4	C.être.y.a.Doue		
4	Mémère		
4	sait_ket		
4	espérance		
4	pfx.faotañ		
4	moudre		
4	ravitaillement		
4	haut.eur		
4	patati		
4	du.moins		
4	attirer		
4	sang.DIM.-enn		
4	war-laez		
4	rigole		
4	à.fois		
4	bien.sûr		
4	décor.é		
4	maman-_1_kozh		
4	Kaou		
4	rinklus		
4	glissant		
4	élev.é		
4	sans.retard		
4	sans_(ça)		
4	pouvait.on		
4	salir		
4	sort		
4	cave		
4	chaise.s		
4	devras		
4	harpon		
4	chaque_taol_(F.)		
4	couv.ert		
4	blond		
4	marqué		
4	fermenté		
4	lastez-		
4	demanda		
4	peu..superlatif		
4	Penmarc'h		
4	poulain.s		
4	pensa		
4	ruer		
4	parole.-où_(PL.)		
4	fânes		
4	tapé		
4	à.défaut.de		
4	ordre		
4	na_1_		
4	minime.superlatif		
4	terre-bras		
4	sur.volait		
4	par-ze		
4	à.on		
4	beau.superlatif		
4	en-long		
4	charge-DEM		
4	rêver		
4	nez.ée		
4	croiss.-añs		
4	raisonnablement		
4	_pas		
4	strafuilh		
4	brud		
3	blessure.s		
3	mort.leue		
3	veau.é		
3	gedal		
3	foutre		
3	trugarez		
3	côte-&		
3	et-kostez		
3	étonnant		
3	enkrez		
3	angoisse.-où_(PL.)		
3	vendrai		
3	la(r)		
3	généreux		
3	quel.ceux		
3	vitesse.bon		
3	madame		
3	dé.attaché-très		
3	nouveau.-enti		
3	séduit		
3	in.nombreux		
3	semi.remarqu-out		
3	le_micher		
3	métier.-ourez		
3	euse.-ed_(PL.)		
3	mépris!		
3	_1_kelaouenn		
3	seulement.eux		
3	terrif.-us		
3	iant		
3	étud.e		
3	boulom		
3	drouk-		
3	mal-.hir		
3	à-long		
3	flûte!		
3	Atoe!		
3	Allons!		
3	cherchons		
3	enseigné		
3	Ahça!		
3	a-moi		
3	causerie		
3	ordinaux		
3	s.-igoù		
3	réalis.é		
3	ordre.-où_(PL.)		
3	Mafoi!		
3	penses		
3	coin-bro		
3	guitare		
3	orange		
3	padout		
3	durer		
3	défend.-et_(Adj.)		
3	orage		
3	Tintin		
3	trembl.-adenn		
3	ement.-où_(PL.)		
3	/by/		
3	chuchotement		
3	soeur		
3	obligé.superlatif		
3	connaissez		
3	a		
3	o		
3	pute		
3	voici-pfi		
3	war-raok		
3	en.avant		
3	non!		
3	Halte-là!		
3	ouvert-grand		
3	pâmoison		
3	foi!		
3	fait.IMP		
3	embassadeur		
3	Lucky_Luke		
3	corps.ée		
3	Sapristi!		
3	bes--		
3	double.langu.er		
3	travail..l.eur		
3	2_1_.brec'h		
3	Oc'hola!		
3	grand-di-		
3	maquereaux		
3	à.art		
3	vapeur		
3	_5_kloc'h		
3	chaous!		
3	boit		
3	_1_merc'h		
3	dalc'hmat		
3	encontre		
3	éleva		
3	reposer		
3	lestement		
3	gratte		
3	sûr!		
3	Nom.de.D…		
3	beau.-at_(excl.)		
3	police		
3	é-DEM		
3	poires		
3	griller		
3	incident		
3	explosa		
3	aplomb		
3	auge		
3	_1_toenn		
3	Hmmm…		
3	potion		
3	gaul.ois		
3	effet.s		
3	court_1_.padout		
3	tasse.-ad		
3	ehanañ		
3	termal		
3	mariage		
3	biens		
3	ta		
3	douc.eur		
3	brillait		
3	garderais		
3	rencontre		
3	dé./floup/.-et_(Adj.)		
3	presque..di--		
3	commenc.é		
3	escalier.pluriel_interne		
3	autre.que		
3	Estreget		
3	grondait		
3	fuseau.x		
3	Ohlala!		
3	le_paotr		
3	youc'hal		
3	été_da		
3	puanteur-là		
3	homme-ci		
3	terre-livañ		
3	naer		
3	farce		
3	défendre		
3	ennemi		
3	échauder		
3	martolod		
3	fourmis		
3	guêpes		
3	rongé		
3	pomme		
3	dent.s		
3	fermé		
3	ac'hanta!		
